Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,PHID,NPHI,VSH,Bulk Density,PE_filled
3,C SH,LUKE G U,2794.0,77.96,0.409,7.7,17.05,3.4,1,0.561,13.200000000000001,20.900000000000002,0.19319318178580688,2.368675,Original
3,C SH,LUKE G U,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544,17.1,24.4,0.19564331725550638,2.307625,Original
2,C SH,LUKE G U,2795.0,79.34,0.446,4.9,22.25,3.2,1,0.526,19.8,24.7,0.19712479451625495,2.282875,Original
2,C SH,LUKE G U,2795.5,79.17,0.455,2.8,23.2,3.1,1,0.509,21.8,24.599999999999998,0.19664046541177946,2.2672,Original
2,C SH,LUKE G U,2796.0,76.21,0.483,1.3,22.65,3.0,1,0.491,22.0,23.299999999999997,0.18820744100444156,2.2762750000000005,Original
2,C SH,LUKE G U,2796.5,73.41,0.511,4.1,18.85,3.0,1,0.474,16.8,20.900000000000002,0.1802302557542571,2.338975,Original
2,C SH,LUKE G U,2797.0,70.99,0.53,9.7,15.35,3.1,1,0.456,10.5,20.2,0.17333568850231196,2.396725,Original
2,C SH,LUKE G U,2797.5,72.14,0.549,13.9,13.05,3.4,1,0.439,6.1000000000000005,20.0,0.17661203244435203,2.434675,Original
2,C SH,LUKE G U,2798.0,70.4,0.614,12.3,13.25,3.6,1,0.386,7.1,19.4,0.17165478161030884,2.4313749999999996,Original
2,C SH,LUKE G U,2798.5,67.2,0.633,11.9,13.05,3.7,1,0.368,7.1000000000000005,19.0,0.16253799846724085,2.434675,Original
2,C SH,LUKE G U,2799.0,67.15,0.642,11.7,12.65,3.7,1,0.351,6.800000000000001,18.5,0.16239554873063042,2.4412749999999996,Original
2,C SH,LUKE G U,2799.5,66.51,0.651,11.3,12.25,3.7,1,0.333,6.6,17.9,0.16057219210201681,2.447875,Original
2,C SH,LUKE G U,2800.0,66.45,0.651,10.8,11.9,3.7,1,0.316,6.5,17.3,0.16040125241808428,2.45365,Original
2,C SH,LUKE G U,2800.5,67.8,0.651,10.5,11.85,3.7,1,0.298,6.6,17.1,0.16424739530656607,2.454475,Original
3,C SH,LUKE G U,2801.0,69.34,0.651,10.1,12.05,3.7,1,0.281,7.000000000000001,17.1,0.16863484719416755,2.4511749999999997,Original
3,C SH,LUKE G U,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263,7.2,17.3,0.17689693191757289,2.447875,Original
3,C SH,LUKE G U,2802.0,75.96,0.614,8.8,14.7,3.7,1,0.246,10.299999999999999,19.1,0.1874951923213894,2.40745,Original
3,C SH,LUKE G U,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228,14.6,22.3,0.19718177441089912,2.3455749999999997,Original
3,C SH,LUKE G U,2803.0,81.47,0.567,0.4,24.1,3.5,1,0.211,23.900000000000002,24.3,0.20319315329585957,2.25235,Original
3,C SH,LUKE G U,2803.5,78.28,0.549,1.9,23.15,3.3,1,0.193,22.2,24.099999999999998,0.19410486010011369,2.2680249999999997,Original
3,C SH,LUKE G U,2804.0,75.1,0.53,3.0,20.4,3.0,1,0.175,18.9,21.9,0.18504505685168987,2.3134,Original
3,C SH,LUKE G U,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158,15.700000000000001,21.400000000000002,0.18646955421779424,2.3439249999999996,Original
3,C SH,LUKE G U,2805.0,77.08,0.521,9.5,16.25,3.1,1,0.14,11.5,21.0,0.19068606642146319,2.381875,Original
3,C SH,LUKE G U,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.123,11.0,20.8,0.195187478098353,2.38765,Original
3,C SH,LUKE G U,2806.0,79.17,0.521,9.5,15.55,3.3,1,0.105,10.8,20.3,0.19664046541177946,2.393425,Original
3,C SH,LUKE G U,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.088,11.3,19.4,0.19712479451625495,2.396725,Original
3,C SH,LUKE G U,2807.0,80.0,0.538,1.6,19.0,2.7,1,0.07,18.2,19.8,0.19900513103951273,2.3365,Original
3,C SH,LUKE G U,2807.5,79.37,0.562,-7.0,25.6,1.8,1,0.053,29.1,22.1,0.19721026435822123,2.2276,Original
3,C SH,LUKE G U,2808.0,77.67,0.584,0.7,26.45,1.0,1,0.035,26.099999999999998,26.8,0.19236697331346636,2.213575,Original
3,C SH,LUKE G U,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018,23.1,27.0,0.18624163463921756,2.236675,Original
8,C LM,LUKE G U,2810.5,21.76,0.997,11.1,0.55,3.4,2,0.956,-5.0,6.1,0.03307967783567569,2.640925,Original
6,C LM,LUKE G U,2811.0,18.63,1.063,5.1,3.55,4.6,2,0.941,1.0,6.1,0.024162324323862325,2.5914249999999996,Original
6,C LM,LUKE G U,2811.5,22.29,1.109,2.9,5.15,4.6,2,0.926,3.7,6.6000000000000005,0.034589645043746314,2.565025,Original
6,C LM,LUKE G U,2812.0,26.95,1.137,3.4,5.5,4.5,2,0.912,3.8,7.2,0.04786596049583905,2.55925,Original
6,C LM,LUKE G U,2812.5,32.25,1.137,3.6,5.6,4.3,2,0.897,3.8,7.3999999999999995,0.06296563257654537,2.5576,Original
6,C LM,LUKE G U,2813.0,33.61,1.137,3.1,5.15,4.3,2,0.882,3.6000000000000005,6.7,0.06684026541234925,2.565025,Original
6,C LM,LUKE G U,2813.5,35.08,1.109,2.8,4.7,4.5,2,0.868,3.3000000000000003,6.1,0.0710282876686961,2.57245,Original
6,C LM,LUKE G U,2814.0,33.38,1.072,2.6,4.5,4.6,2,0.853,3.2,5.8,0.06618499662394126,2.5757499999999998,Original
6,C LM,LUKE G U,2814.5,30.61,1.016,2.0,4.6,4.6,2,0.838,3.5999999999999996,5.6,0.05829328121572303,2.5740999999999996,Original
6,C LM,LUKE G U,2815.0,29.09,0.979,1.2,5.0,4.6,2,0.824,4.4,5.6,0.05396280922276576,2.5674999999999994,Original
5,C LM,LUKE G U,2815.5,29.88,0.941,2.2,5.4,4.5,2,0.809,4.300000000000001,6.5,0.05621351506121066,2.5608999999999997,Original
5,C LM,LUKE G U,2816.0,34.23,0.932,4.3,5.15,4.3,2,0.794,3.0000000000000004,7.300000000000001,0.06860664214631866,2.565025,Original
6,C LM,LUKE G U,2816.5,39.19,0.932,7.0,6.1,4.3,2,0.779,2.5999999999999996,9.6,0.08273765601807402,2.54935,Original
6,C LM,LUKE G U,2817.0,43.79,0.932,9.1,6.55,4.3,2,0.765,2.0,11.1,0.09584303178623423,2.541925,Original
6,C LM,LUKE G U,2817.5,51.07,0.932,8.4,6.9,4.2,2,0.75,2.7,11.100000000000001,0.11658371343671386,2.53615,Original
6,C LM,LUKE G U,2818.0,49.55,0.955,5.7,5.75,4.2,2,0.735,2.9,8.6,0.11225324144375656,2.555125,Original
6,C LM,LUKE G U,2818.5,42.49,0.979,3.5,4.85,4.3,2,0.721,3.0999999999999996,6.6,0.09213933863436287,2.5699750000000003,Original
6,C LM,LUKE G U,2819.0,48.45,1.007,3.5,5.05,4.4,2,0.706,3.3,6.8,0.10911934723832697,2.566675,Original
6,C LM,LUKE G U,2819.5,54.59,1.044,3.9,5.45,4.4,2,0.691,3.5,7.4,0.12661217489408863,2.560075,Original
6,C LM,LUKE G U,2820.0,56.75,1.053,3.5,5.45,4.5,2,0.676,3.7,7.2,0.1327660035156595,2.560075,Original
6,C LM,LUKE G U,2820.5,48.11,1.044,2.8,5.5,4.7,2,0.662,4.1,6.9,0.10815068902937598,2.55925,Original
6,C LM,LUKE G U,2821.0,41.37,1.016,2.3,5.65,4.7,2,0.647,4.5,6.800000000000001,0.08894846453428908,2.556775,Original
6,C LM,LUKE G U,2821.5,40.62,0.997,1.8,6.0,4.8,2,0.632,5.1,6.9,0.08681171848513251,2.5509999999999997,Original
6,C LM,LUKE G U,2822.0,43.16,0.988,1.7,6.35,4.8,2,0.618,5.5,7.199999999999999,0.09404816510494271,2.545225,Original
6,C LM,LUKE G U,2822.5,46.73,0.969,2.6,7.1,4.7,2,0.603,5.8,8.4,0.10421907629892792,2.5328500000000003,Original
6,C LM,LUKE G U,2823.0,51.04,0.96,3.7,8.15,4.5,2,0.588,6.300000000000001,10.0,0.1164982435947476,2.515525,Original
6,C LM,LUKE G U,2823.5,54.56,0.979,3.6,8.2,4.2,2,0.574,6.3999999999999995,10.0,0.12652670505212238,2.5147,Original
6,C LM,LUKE G U,2824.0,53.58,1.007,3.4,7.8,3.9,2,0.559,6.1,9.5,0.1237346902145578,2.5213,Original
6,C LM,LUKE G U,2824.5,50.0,1.081,2.5,6.75,3.8,2,0.544,5.5,8.0,0.11353528907325051,2.5386249999999997,Original
6,C LM,LUKE G U,2825.0,46.51,1.1,0.7,5.35,3.8,2,0.529,5.0,5.699999999999999,0.103592297457842,2.561725,Original
6,C LM,LUKE G U,2825.5,41.43,1.109,0.6,5.3,3.9,2,0.515,5.0,5.6,0.0891194042182216,2.56255,Original
6,C LM,LUKE G U,2826.0,40.19,1.081,0.6,5.4,3.9,2,0.5,5.1000000000000005,5.7,0.08558665075028275,2.5608999999999997,Original
6,C LM,LUKE G U,2826.5,42.42,1.025,1.0,5.6,3.8,2,0.485,5.1,6.1,0.09193990900310826,2.5576,Original
6,C LM,LUKE G U,2827.0,61.67,1.025,3.7,7.05,3.9,2,0.471,5.199999999999999,8.9,0.14678305759812652,2.533675,Original
6,C LM,LUKE G U,2827.5,87.35,1.054,4.9,7.65,3.9,2,0.456,5.2,10.100000000000001,0.21994524232124693,2.5237749999999997,Original
6,C LM,LUKE G U,2828.0,105.98,1.072,6.3,8.35,4.0,2,0.441,5.199999999999999,11.5,0.2730220141822958,2.512225,Original
4,C LM,LUKE G U,2828.5,130.0,1.063,6.4,8.3,4.3,2,0.426,5.1000000000000005,11.5,0.34145486764994976,2.5130500000000002,Original
4,C LM,LUKE G U,2829.0,165.0,1.044,0.8,5.2,4.4,2,0.412,4.8,5.6000000000000005,0.44116968327725564,2.5642,Original
4,C LM,LUKE G U,2829.5,120.0,1.007,1.1,4.95,4.5,2,0.397,4.4,5.5,0.31296492032786233,2.568325,Original
6,C LM,LUKE G U,2830.0,105.14,0.988,1.7,4.95,4.6,2,0.382,4.1000000000000005,5.8,0.27062885860724045,2.568325,Original
6,C LM,LUKE G U,2830.5,100.12,0.96,3.0,5.3,4.6,2,0.368,3.8,6.8,0.2563269050515526,2.56255,Original
6,C LM,LUKE G U,2831.0,123.09,0.913,5.1,6.65,4.6,2,0.353,4.1000000000000005,9.2,0.32176831405038736,2.540275,Original
4,C LM,LUKE G U,2831.5,165.0,0.876,5.9,8.45,4.4,2,0.338,5.499999999999999,11.399999999999999,0.44116968327725564,2.510575,Original
4,C LM,LUKE G U,2832.0,172.0,0.857,9.0,10.8,4.4,2,0.324,6.300000000000001,15.3,0.4611126464027168,2.4718,Original
4,C LM,LUKE G U,2832.5,145.0,0.857,8.8,11.3,4.3,2,0.309,6.9,15.700000000000001,0.38418978863308084,2.46355,Original
6,C LM,LUKE G U,2833.0,105.0,0.988,7.7,11.85,4.3,2,0.294,8.0,15.7,0.27022999934473124,2.454475,Original
6,C LM,LUKE G U,2833.5,85.77,0.997,8.5,11.15,4.3,2,0.279,6.9,15.4,0.21544383064435713,2.4660249999999997,Original
6,C LM,LUKE G U,2834.0,58.49,0.988,1.2,5.6,4.5,2,0.265,5.0,6.199999999999999,0.13772325434970273,2.5576,Original
6,C LM,LUKE G U,2834.5,47.01,0.969,2.0,4.1,4.7,2,0.25,3.0999999999999996,5.1,0.10501679482394637,2.58235,Original
3,C LM,LUKE G U,2835.0,44.86,0.913,2.1,3.95,4.8,1,0.235,2.9000000000000004,5.0,0.09889145614969758,2.584825,Original
3,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221,6.5,5.1,0.10091424240956579,2.5542999999999996,Original
3,C LM,LUKE G U,2836.0,48.45,0.642,-5.6,9.0,4.5,1,0.206,11.8,6.2,0.10911934723832697,2.5015,Original
3,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191,25.8,10.400000000000002,0.1295466394682636,2.35135,Original
3,C LM,LUKE G U,2837.0,68.54,0.465,-11.8,22.5,3.4,1,0.176,28.4,16.6,0.16635565140840058,2.27875,Original
3,C LM,LUKE G U,2837.5,77.15,0.418,-8.0,25.0,2.7,1,0.162,29.0,21.0,0.19088549605271782,2.2375,Original
3,C LM,LUKE G U,2838.0,81.46,0.423,-2.4,24.4,2.5,1,0.147,25.599999999999998,23.2,0.20316466334853747,2.2474,Original
3,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132,23.8,25.599999999999998,0.20111338714134716,2.24245,Original
3,C LM,LUKE G U,2839.0,83.61,0.567,12.2,29.4,2.4,1,0.118,23.299999999999997,35.5,0.20929000202278628,2.1649,Original
3,C LM,LUKE G U,2839.5,84.33,0.642,11.0,28.5,2.4,1,0.103,23.0,34.0,0.21134127822997656,2.1797500000000003,Original
8,C LM,LUKE G U,2840.0,79.48,0.689,7.7,26.15,2.5,2,0.074,22.299999999999997,30.0,0.19752365377876419,2.2185249999999996,Original
8,C LM,LUKE G U,2840.5,62.88,0.689,12.6,23.7,2.7,2,0.059,17.4,30.0,0.1502303412240991,2.25895,Original
8,C LM,LUKE G U,2841.0,41.04,0.633,13.7,10.65,3.2,2,0.044,3.8000000000000007,17.5,0.08800829627266019,2.474275,Original
8,C LM,LUKE G U,2841.5,33.99,0.567,3.2,3.9,3.8,2,0.029,2.3,5.5,0.06792288341058858,2.58565,Original
8,C LM,LUKE G U,2842.0,30.81,0.493,3.0,4.2,4.9,2,0.015,2.7,5.7,0.05886308016216479,2.5806999999999998,Original
1,A1 SH,KIMZEY A,2918.5,73.816,0.769,5.226,11.348,3.3691799999999983,1,1.0,8.735000000000001,13.961,0.18138694761553387,2.462758,Predicted
1,A1 SH,KIMZEY A,2919.0,75.118,0.627,8.198,13.164,3.3551599999999984,1,0.978,9.065,17.262999999999998,0.18509633875686962,2.432794,Predicted
1,A1 SH,KIMZEY A,2919.5,72.434,0.535,10.867,15.0755,3.3935200000000005,1,0.956,9.642,20.509,0.17744963689562138,2.40125425,Predicted
2,A1 SH,KIMZEY A,2920.0,66.161,0.568,4.566,16.905,3.0468199999999994,1,0.933,14.622000000000002,19.188000000000002,0.15957789294047597,2.3710674999999997,Predicted
2,A1 SH,KIMZEY A,2920.5,63.104,0.65,2.083,15.8835,2.99583,1,0.911,14.841999999999999,16.925,0.15086851604411383,2.3879222499999995,Predicted
1,A1 SH,KIMZEY A,2921.0,61.708,0.732,4.292,12.036,3.18074,1,0.889,9.89,14.181999999999999,0.14689131939795044,2.4514059999999995,Predicted
2,A1 SH,KIMZEY A,2921.5,60.478,0.688,4.236,10.908,3.30549,1,0.867,8.79,13.026,0.1433870558773337,2.470018,Predicted
1,A1 SH,KIMZEY A,2922.0,58.876,0.683,2.449,12.1045,3.072139999999999,1,0.844,10.879999999999999,13.329,0.13882296631633528,2.4502757500000003,Predicted
1,A1 SH,KIMZEY A,2922.5,56.785,0.753,2.311,12.9165,3.260239999999998,1,0.822,11.761,14.072,0.1328657183312868,2.43687775,Predicted
1,A1 SH,KIMZEY A,2923.0,54.551,0.759,0.748,13.147,3.240129999999998,1,0.8,12.773,13.521,0.1265010640995325,2.4330745,Predicted
1,A1 SH,KIMZEY A,2923.5,55.816,0.802,0.101,14.3515,3.3387099999999976,1,0.778,14.301,14.402,0.13010504243577656,2.4132002499999996,Predicted
3,A1 SH,KIMZEY A,2924.0,59.263,0.759,0.936,16.575,3.515289999999997,1,0.756,16.107,17.043,0.13992552727770005,2.3765125,Predicted
3,A1 SH,KIMZEY A,2924.5,62.969,0.421,1.513,17.7715,2.7290699999999983,1,0.733,17.015,18.528,0.15048390175526566,2.3567702500000003,Predicted
1,A1 SH,KIMZEY A,2925.0,65.403,0.33,5.722,23.48,2.6862399999999993,1,0.711,20.619,26.341,0.15741835493346176,2.26258,Predicted
3,A1 SH,KIMZEY A,2925.5,67.745,0.285,6.988,25.213,2.851139999999999,1,0.689,21.719,28.707,0.16409070059629463,2.2339855,Predicted
3,A1 SH,KIMZEY A,2926.0,68.45,0.35,5.392,27.221,2.7852199999999994,1,0.667,24.525,29.917,0.16609924188250177,2.2008534999999996,Predicted
3,A1 SH,KIMZEY A,2926.5,68.727,0.475,5.888,30.11,2.75413,1,0.644,27.166,33.054,0.1668884134233236,2.153185,Predicted
2,A1 SH,KIMZEY A,2927.0,66.604,0.677,11.995,16.2725,3.3071399999999995,1,0.622,10.275000000000002,22.27,0.16083999760684442,2.38150375,Predicted
2,A1 SH,KIMZEY A,2927.5,63.92,0.721,7.923,12.4755,3.50719,1,0.6,8.514,16.437,0.15319329574559618,2.44415425,Predicted
2,A1 SH,KIMZEY A,2928.0,58.267,0.737,7.923,10.7705,3.6325699999999994,1,0.578,6.809,14.732,0.13708792852442017,2.4722867500000003,Predicted
2,A1 SH,KIMZEY A,2928.5,56.916,0.677,6.987,9.7525,3.631950000000001,1,0.556,6.2589999999999995,13.245999999999999,0.13323893664120615,2.4890837500000003,Predicted
2,A1 SH,KIMZEY A,2929.0,56.618,0.65,6.492,9.395,3.5942400000000014,1,0.533,6.148999999999999,12.641,0.13238993621100795,2.4949825,Predicted
2,A1 SH,KIMZEY A,2929.5,60.636,0.639,6.602,10.055,3.6002600000000022,1,0.511,6.754,13.356,0.14383719704502268,2.4840925,Predicted
3,A1 SH,KIMZEY A,2930.0,61.96,0.606,6.602,10.495,3.5465800000000005,1,0.489,7.193999999999999,13.796,0.14760926607046704,2.4768325,Predicted
3,A1 SH,KIMZEY A,2930.5,64.962,0.59,6.328,11.293,3.285629999999999,1,0.467,8.129,14.456999999999999,0.1561619482565577,2.4636655,Predicted
3,A1 SH,KIMZEY A,2931.0,67.517,0.563,7.098,12.118,3.28768,1,0.444,8.569,15.667,0.163441129797351,2.4500529999999996,Predicted
3,A1 SH,KIMZEY A,2931.5,68.959,0.552,8.308,12.118,3.3295299999999974,1,0.422,7.964,16.272,0.16754938020119603,2.4500529999999996,Predicted
3,A1 SH,KIMZEY A,2932.0,66.302,0.552,8.473,11.7055,3.4353499999999992,1,0.4,7.469,15.942,0.15997960119771742,2.45685925,Predicted
3,A1 SH,KIMZEY A,2932.5,61.404,0.59,8.033,10.9355,3.4908699999999993,1,0.378,6.919,14.951999999999998,0.146025224999359,2.46956425,Predicted
2,A1 SH,KIMZEY A,2933.0,56.906,0.623,6.217,10.4675,3.5615600000000027,1,0.356,7.359,13.575999999999999,0.13321044669388407,2.4772862499999997,Predicted
2,A1 SH,KIMZEY A,2933.5,55.656,0.655,5.612,11.045,3.354409999999998,1,0.333,8.239,13.850999999999999,0.12964920327862314,2.4677575000000003,Predicted
2,A1 SH,KIMZEY A,2934.0,55.94,0.639,6.218,11.678,3.45177,1,0.311,8.569,14.787,0.13045831778257042,2.4573129999999996,Predicted
2,A1 SH,KIMZEY A,2934.5,58.334,0.617,8.143,13.0815,3.4774900000000017,1,0.289,9.01,17.153,0.13727881117147817,2.43415525,Predicted
2,A1 SH,KIMZEY A,2935.0,59.547,0.59,9.793,14.0715,3.4489599999999996,1,0.267,9.175,18.968,0.14073464178164735,2.41782025,Predicted
2,A1 SH,KIMZEY A,2935.5,62.762,0.601,9.958,14.154,3.4572499999999997,1,0.244,9.175,19.133,0.14989415984569845,2.416459,Predicted
2,A1 SH,KIMZEY A,2936.0,65.695,0.633,9.408,13.549,3.5222000000000007,1,0.222,8.844999999999999,18.253,0.15825026139526666,2.4264414999999997,Predicted
2,A1 SH,KIMZEY A,2936.5,70.578,0.633,10.399,11.5135,3.4701800000000005,1,0.2,6.314000000000001,16.713,0.17216190267264198,2.46002725,Predicted
2,A1 SH,KIMZEY A,2937.0,73.069,0.601,10.206,11.499,3.5035900000000013,1,0.178,6.396000000000001,16.602,0.17925874855057394,2.4602665,Predicted
3,A1 SH,KIMZEY A,2937.5,74.041,0.623,10.894,12.091,3.563019999999998,1,0.156,6.643999999999999,17.538,0.18202797143028082,2.4504984999999997,Predicted
3,A1 SH,KIMZEY A,2938.0,74.037,0.732,11.389,12.6135,3.5491199999999967,1,0.133,6.9190000000000005,18.308,0.18201657545135203,2.44187725,Predicted
3,A1 SH,KIMZEY A,2938.5,72.422,0.737,12.27,13.329,3.5283099999999994,1,0.111,7.194000000000001,19.464,0.17741544895883488,2.4300715,Predicted
3,A1 SH,KIMZEY A,2939.0,71.318,0.532,12.819,15.3095,3.5810000000000026,1,0.089,8.899999999999999,21.719,0.17427015877447644,2.39739325,Predicted
3,A1 SH,KIMZEY A,2939.5,68.421,0.432,12.6,16.41,3.2759599999999995,1,0.067,10.11,22.71,0.16601662103526774,2.379235,Predicted
3,A1 SH,KIMZEY A,2940.0,66.15,0.443,15.571,18.9405,3.2884700000000002,1,0.044,11.155000000000001,26.726,0.1595465539984217,2.33748175,Predicted
3,A1 SH,KIMZEY A,2940.5,60.517,0.525,14.47,20.096,3.5114700000000023,1,0.022,12.861,27.331,0.14349816667188983,2.3184159999999996,Predicted
6,A1 LM,KIMZEY A,2941.0,57.391,0.653,9.262,18.024,3.6467499999999973,1,1.0,13.393,22.655,0.1345922091390053,2.352604,Predicted
8,A1 LM,KIMZEY A,2941.5,47.916,0.819,15.681,13.4935,3.7702599999999977,2,0.988,5.653,21.334,0.10759798405132749,2.42735725,Predicted
8,A1 LM,KIMZEY A,2942.0,38.771,0.966,11.664,12.311,3.866619999999998,2,0.976,6.479,18.143,0.08154392722527856,2.4468685,Predicted
8,A1 LM,KIMZEY A,2942.5,34.811,1.184,5.178,7.796,4.407259999999998,2,0.964,5.207000000000001,10.385,0.07026190808573195,2.521366,Predicted
8,A1 LM,KIMZEY A,2943.0,34.846,1.364,3.576,6.176,4.190799999999998,2,0.952,4.388,7.964,0.07036162290135925,2.5480959999999997,Predicted
8,A1 LM,KIMZEY A,2943.5,39.206,1.402,1.981,6.5885,4.342099999999996,2,0.94,5.598,7.579,0.08278323993378937,2.5412897500000002,Predicted
8,A1 LM,KIMZEY A,2944.0,42.445,1.429,2.421,6.0935,4.379319999999996,2,0.929,4.883,7.303999999999999,0.09201113387141348,2.54945725,Predicted
8,A1 LM,KIMZEY A,2944.5,44.914,1.445,3.425,5.5915,4.395929999999998,2,0.917,3.879,7.304,0.09904530186523686,2.55774025,Predicted
8,A1 LM,KIMZEY A,2945.0,41.339,1.462,4.787,5.2405,4.7030899999999995,2,0.905,2.847,7.634,0.0888601456975906,2.5635317499999997,Predicted
8,A1 LM,KIMZEY A,2945.5,36.036,1.435,6.052,5.048,4.740619999999997,2,0.893,2.0220000000000002,8.074,0.07375192663268766,2.5667079999999998,Predicted
6,A1 LM,KIMZEY A,2946.0,34.817,1.326,7.702,4.663,4.564179999999997,2,0.881,0.8120000000000003,8.514,0.07027900205412521,2.5730605,Predicted
6,A1 LM,KIMZEY A,2946.5,36.339,1.054,8.914,5.103,4.243199999999997,2,0.869,0.6459999999999999,9.559999999999999,0.0746151720365469,2.5658005,Predicted
6,A1 LM,KIMZEY A,2947.0,41.035,0.857,10.619,6.6165,4.23252,2,0.857,1.3070000000000004,11.926,0.08799405129899915,2.5408277499999996,Predicted
6,A1 LM,KIMZEY A,2947.5,44.711,0.791,11.499,7.5515,3.9790599999999996,2,0.845,1.8019999999999996,13.301,0.09846695593459848,2.5254002499999997,Predicted
5,A1 LM,KIMZEY A,2948.0,49.27,0.742,12.105,8.7895,3.835370000000001,2,0.833,2.737,14.842,0.11145552291873814,2.50497325,Predicted
5,A1 LM,KIMZEY A,2948.5,50.791,0.721,14.415,8.7895,3.818220000000001,2,0.821,1.5820000000000007,15.997,0.11578884390642762,2.50497325,Predicted
5,A1 LM,KIMZEY A,2949.0,54.86,0.715,13.093,9.8355,3.8683200000000024,2,0.81,3.2889999999999997,16.381999999999998,0.12738140347178498,2.4877142500000002,Predicted
5,A1 LM,KIMZEY A,2949.5,59.829,0.721,12.104,10.55,3.873850000000001,2,0.798,4.498000000000001,16.602,0.14153805829613023,2.475925,Predicted
5,A1 LM,KIMZEY A,2950.0,62.092,0.764,11.884,10.66,3.95399,2,0.786,4.718,16.602,0.1479853333751186,2.4741099999999996,Predicted
5,A1 LM,KIMZEY A,2950.5,65.692,0.906,11.664,10.66,4.109849999999998,2,0.774,4.828,16.492,0.15824171441107004,2.4741099999999996,Predicted
6,A1 LM,KIMZEY A,2951.0,74.874,1.042,9.188,9.312,4.29767,2,0.762,4.717999999999999,13.905999999999999,0.1844011840422107,2.496352,Predicted
6,A1 LM,KIMZEY A,2951.5,80.549,1.108,9.354,7.139,4.48763,2,0.75,2.4620000000000006,11.815999999999999,0.20056922914749534,2.5322065,Predicted
6,A1 LM,KIMZEY A,2952.0,86.97,1.282,7.703,5.4605,4.489239999999996,2,0.738,1.6089999999999995,9.312,0.21886262432300763,2.55990175,Predicted
6,A1 LM,KIMZEY A,2952.5,95.071,1.234,6.045,5.9875,4.4973100000000015,2,0.726,2.965,9.01,0.24194233064863063,2.55120625,Predicted
5,A1 LM,KIMZEY A,2953.0,116.632,1.129,7.978,8.597,4.271979999999999,2,0.714,4.608,12.585999999999999,0.3033695060697833,2.5081495,Predicted
5,A1 LM,KIMZEY A,2953.5,133.545,0.988,8.908,9.948,4.0854199999999965,2,0.702,5.494000000000001,14.402000000000001,0.3515545539756297,2.4858579999999995,Predicted
5,A1 LM,KIMZEY A,2954.0,126.67,0.879,10.686,10.269,4.053499999999999,2,0.69,4.926,15.612,0.33196771519169466,2.4805615,Predicted
5,A1 LM,KIMZEY A,2954.5,116.684,0.911,12.789,10.5935,4.161119999999998,2,0.679,4.199000000000001,16.988,0.30351765379585816,2.47520725,Predicted
8,A1 LM,KIMZEY A,2955.0,81.969,0.993,12.654,10.33,4.323699999999999,2,0.667,4.003,16.657,0.2046148016672317,2.479555,Predicted
8,A1 LM,KIMZEY A,2955.5,60.123,1.124,9.299,10.5775,4.376939999999998,2,0.655,5.928000000000001,15.227,0.14237566274739957,2.47547125,Predicted
8,A1 LM,KIMZEY A,2956.0,43.495,1.173,5.605,10.3335,5.06033,2,0.643,7.531000000000001,13.136000000000001,0.09500257834023265,2.47949725,Predicted
8,A1 LM,KIMZEY A,2956.5,31.575,1.184,1.541,10.6055,4.661990000000001,2,0.631,9.834999999999999,11.376,0.061042561132304475,2.47500925,Predicted
8,A1 LM,KIMZEY A,2957.0,27.186,1.118,0.66,10.55,4.671260000000003,2,0.619,10.22,10.88,0.048538323252640306,2.475925,Predicted
8,A1 LM,KIMZEY A,2957.5,25.622,1.037,-0.55,9.945,4.802430000000002,2,0.607,10.22,9.67,0.04408249549146584,2.4859074999999997,Predicted
8,A1 LM,KIMZEY A,2958.0,25.513,1.02,-0.66,9.285,4.806790000000001,2,0.595,9.615,8.955,0.043771955065655094,2.4967975,Predicted
8,A1 LM,KIMZEY A,2958.5,28.526,1.189,-0.716,8.542,4.7105,2,0.583,8.9,8.184,0.05235597619380003,2.509057,Predicted
6,A1 LM,KIMZEY A,2959.0,31.004,1.244,-0.495,7.8265,4.159040000000001,2,0.571,8.074,7.579000000000001,0.05941578514021329,2.52086275,Predicted
6,A1 LM,KIMZEY A,2959.5,33.895,1.358,1.678,7.098,4.360899999999999,2,0.56,6.259,7.936999999999999,0.06765222891102876,2.532883,Predicted
6,A1 LM,KIMZEY A,2960.0,36.256,1.369,3.686,6.616,4.316479999999999,2,0.548,4.773,8.459,0.07437870547377358,2.540836,Predicted
6,A1 LM,KIMZEY A,2960.5,39.527,1.168,5.821,7.0235,4.350959999999998,2,0.536,4.113,9.934000000000001,0.08369776724282837,2.5341122499999997,Predicted
