Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,PHID,NPHI,VSH,Bulk Density,Predicted_PE
8,C LM,ALEXANDER D,3064.0,93.17,0.498,5.1,23.07,,2,0.991,20.52,25.62,0.23652639166270184,2.269345,3.016159999999997
8,C LM,ALEXANDER D,3064.5,82.73,0.559,5.6,19.8,,2,0.983,17.0,22.6,0.2067828866584426,2.3233,3.5693399999999955
8,C LM,ALEXANDER D,3065.0,71.43,0.687,1.3,10.76,,2,0.974,10.11,11.41,0.17458924618448382,2.47246,4.17643
8,C LM,ALEXANDER D,3065.5,52.48,0.923,0.9,6.66,,2,0.966,6.21,7.11,0.12060079600912818,2.5401100000000003,4.161959999999998
8,C LM,ALEXANDER D,3066.0,29.52,0.898,0.6,6.32,,2,0.957,6.0200000000000005,6.62,0.05518787695761552,2.5457199999999998,4.2937
8,C LM,ALEXANDER D,3066.5,20.23,0.857,0.6,6.24,,2,0.948,5.94,6.54,0.028720715895396313,2.5470399999999995,4.388220000000001
6,C LM,ALEXANDER D,3067.0,19.76,0.801,0.6,6.4,,2,0.94,6.1000000000000005,6.7,0.02738168837125821,2.5444,3.843810000000001
6,C LM,ALEXANDER D,3067.5,20.21,0.76,0.8,6.82,,2,0.931,6.42,7.220000000000001,0.02866373600075214,2.53747,3.9268500000000017
6,C LM,ALEXANDER D,3068.0,21.11,0.721,0.6,8.14,,2,0.922,7.840000000000001,8.440000000000001,0.031227831259740005,2.5156899999999998,3.936120000000002
6,C LM,ALEXANDER D,3068.5,28.3,0.78,0.2,9.295,,2,0.914,9.195,9.395,0.051712103384320855,2.4966325,4.0655800000000015
5,C LM,ALEXANDER D,3069.0,33.2,0.86,2.1,8.725,,2,0.905,7.675,9.775,0.06567217757214368,2.5060374999999997,3.7541700000000002
8,C LM,ALEXANDER D,3069.5,34.58,0.844,3.6,7.585,,2,0.897,5.785,9.385,0.06960379030259173,2.5248475,4.585110000000002
8,C LM,ALEXANDER D,3070.0,35.04,0.827,3.5,6.925,,2,0.888,5.175,8.675,0.07091432787940775,2.5357374999999998,4.479870000000004
8,C LM,ALEXANDER D,3070.5,31.78,0.809,3.7,6.7,,2,0.879,4.85,8.55,0.06162660505240726,2.5394500000000004,4.520160000000005
6,C LM,ALEXANDER D,3071.0,25.36,0.78,3.8,6.585,,2,0.871,4.6850000000000005,8.485,0.04333605887162715,2.5413475,4.161230000000001
6,C LM,ALEXANDER D,3071.5,24.34,0.724,6.0,7.545,,2,0.862,4.545,10.545,0.040430084244774234,2.5255075,3.8485000000000014
7,C LM,ALEXANDER D,3072.0,24.38,0.644,8.0,9.3,,2,0.853,5.300000000000001,13.3,0.04054404403406258,2.49655,3.5894200000000005
7,C LM,ALEXANDER D,3072.5,25.72,0.601,6.7,10.78,,2,0.845,7.43,14.129999999999999,0.0443616969752223,2.47213,3.3301799999999986
7,C LM,ALEXANDER D,3073.0,31.28,0.594,6.9,10.86,,2,0.836,7.409999999999999,14.309999999999999,0.060202107686302894,2.4708099999999997,3.211799999999998
7,C LM,ALEXANDER D,3073.5,33.13,0.607,6.8,10.785,,2,0.828,7.385,14.185,0.06547274794088907,2.4720475,3.235809999999998
7,C LM,ALEXANDER D,3074.0,33.13,0.627,5.4,10.165,,2,0.819,7.464999999999999,12.864999999999998,0.06547274794088907,2.4822774999999995,3.4831000000000008
7,C LM,ALEXANDER D,3074.5,33.28,0.658,3.3,9.935,,2,0.81,8.285,11.585,0.06590009715072037,2.4860724999999997,3.605500000000003
7,C LM,ALEXANDER D,3075.0,35.32,0.697,1.6,9.495,,2,0.802,8.694999999999999,10.295,0.0717120464044262,2.4933324999999997,3.83752
7,C LM,ALEXANDER D,3075.5,39.73,0.732,2.0,8.185,,2,0.793,7.1850000000000005,9.185,0.08427611317346674,2.5149475000000003,3.71623
6,C LM,ALEXANDER D,3076.0,44.71,0.78,3.7,7.35,,2,0.784,5.5,9.2,0.09846410693986628,2.528725,4.0962700000000005
6,C LM,ALEXANDER D,3076.5,47.02,0.859,4.9,7.025,,2,0.776,4.575,9.475000000000001,0.10504528477126847,2.5340875,4.14682
6,C LM,ALEXANDER D,3077.0,47.48,0.895,6.4,7.11,,2,0.767,3.91,10.31,0.10635582234808448,2.532685,4.18769
6,C LM,ALEXANDER D,3077.5,47.67,0.914,6.6,6.95,,2,0.759,3.6500000000000004,10.25,0.10689713134720415,2.535325,4.129079999999998
6,C LM,ALEXANDER D,3078.0,48.06,0.92,6.5,7.035,,2,0.75,3.785,10.285,0.10800823929276555,2.5339224999999996,4.143629999999999
6,C LM,ALEXANDER D,3078.5,48.06,0.92,6.5,7.035,,2,0.75,3.785,10.285,0.10800823929276555,2.5339224999999996,4.143629999999999
6,C LM,ALEXANDER D,3079.0,50.2,0.92,6.4,7.17,,2,0.741,3.9699999999999998,10.370000000000001,0.11410508801969227,2.531695,4.15029
6,C LM,ALEXANDER D,3079.5,54.42,0.92,6.2,7.405,,2,0.733,4.305,10.505,0.12612784578961314,2.5278175000000003,4.140039999999999
5,C LM,ALEXANDER D,3080.0,55.8,0.919,5.5,7.825,,2,0.724,5.075,10.575,0.1300594585200612,2.5208875,4.0712600000000005
5,C LM,ALEXANDER D,3080.5,53.94,0.919,4.5,8.11,,2,0.716,5.859999999999999,10.36,0.12476032831815294,2.516185,4.048560000000002
5,C LM,ALEXANDER D,3081.0,51.81,0.919,3.3,8.435,,2,0.707,6.785,10.085,0.11869196953854834,2.5108225,3.86811
5,C LM,ALEXANDER D,3081.5,49.4,0.913,3.0,8.51,,2,0.698,7.01,10.01,0.11182589223392526,2.5095850000000004,3.737309999999998
5,C LM,ALEXANDER D,3082.0,47.78,0.913,3.3,8.385,,2,0.69,6.734999999999999,10.035,0.1072105207677471,2.5116475,3.753329999999999
5,C LM,ALEXANDER D,3082.5,46.95,0.906,4.6,8.06,,2,0.681,5.760000000000001,10.36,0.10484585514001386,2.51701,3.9018299999999986
5,C LM,ALEXANDER D,3083.0,47.4,0.906,5.2,8.07,,2,0.672,5.470000000000001,10.67,0.10612790276950777,2.516845,3.9049899999999997
5,C LM,ALEXANDER D,3083.5,48.32,0.9,5.4,8.265,,2,0.664,5.565,10.965,0.10874897792313983,2.5136275,3.78957
5,C LM,ALEXANDER D,3084.0,49.07,0.897,4.3,9.0,,2,0.655,6.85,11.15,0.11088572397229639,2.5015,3.827960000000002
5,C LM,ALEXANDER D,3084.5,50.13,0.897,2.5,9.66,,2,0.647,8.41,10.91,0.11390565838843765,2.4906099999999998,3.6636999999999995
6,C LM,ALEXANDER D,3085.0,51.38,0.902,3.5,9.08,,2,0.638,7.33,10.83,0.11746690180369858,2.5001800000000003,3.8719700000000006
6,C LM,ALEXANDER D,3085.5,52.62,0.913,4.7,8.5,,2,0.629,6.15,10.85,0.1209996552716374,2.50975,3.8185000000000007
6,C LM,ALEXANDER D,3086.0,54.33,0.925,5.0,8.235,,2,0.621,5.734999999999999,10.735,0.12587143626371436,2.5141224999999996,3.9557500000000005
6,C LM,ALEXANDER D,3086.5,56.18,0.937,4.8,8.01,,2,0.612,5.609999999999999,10.41,0.1311420765183005,2.5178349999999994,4.019890000000001
6,C LM,ALEXANDER D,3087.0,57.56,0.942,4.2,8.02,,2,0.603,5.92,10.12,0.1350736892487486,2.51767,4.006400000000002
6,C LM,ALEXANDER D,3087.5,59.25,0.942,3.6,8.03,,2,0.595,6.2299999999999995,9.83,0.13988849034618137,2.5175049999999994,4.00228
6,C LM,ALEXANDER D,3088.0,61.36,0.942,3.5,8.105,,2,0.586,6.355,9.855,0.1458998692311418,2.5162674999999997,4.141489999999999
6,C LM,ALEXANDER D,3088.5,63.92,0.936,5.3,7.895,,2,0.578,5.244999999999999,10.545,0.15319329574559618,2.5197325,4.146720000000001
6,C LM,ALEXANDER D,3089.0,67.46,0.932,7.0,7.805,,2,0.569,4.305,11.305,0.1632787370976151,2.5212175,4.188130000000001
6,C LM,ALEXANDER D,3089.5,72.85,0.907,8.5,7.94,,2,0.56,3.6900000000000004,12.190000000000001,0.1786348187042202,2.51899,4.346380000000001
6,C LM,ALEXANDER D,3090.0,84.46,0.879,10.1,8.63,,2,0.552,3.580000000000001,13.68,0.2117116475451637,2.507605,4.166950000000001
6,C LM,ALEXANDER D,3090.5,98.11,0.843,10.7,9.26,,2,0.543,3.91,14.61,0.250600425639813,2.49721,4.398830000000001
5,C LM,ALEXANDER D,3091.0,115.09,0.816,10.7,9.59,,2,0.534,4.24,14.94,0.29897635619271745,2.491765,4.261000000000001
5,C LM,ALEXANDER D,3091.5,128.3,0.792,10.1,9.835,,2,0.526,4.785000000000001,14.885000000000002,0.3366115766051949,2.4877225,4.2709600000000005
4,C LM,ALEXANDER D,3092.0,128.3,0.792,10.1,9.835,,2,0.526,4.785000000000001,14.885000000000002,0.3366115766051949,2.4877225,4.25602
4,C LM,ALEXANDER D,3092.5,141.19,0.781,7.0,10.78,,2,0.517,7.279999999999999,14.28,0.37333511870336555,2.47213,3.9896900000000013
4,C LM,ALEXANDER D,3093.0,168.43,0.781,2.2,12.9,,2,0.509,11.8,14.0,0.45094173520873165,2.43715,4.028160000000002
4,C LM,ALEXANDER D,3093.5,159.61,0.781,1.3,13.73,,2,0.5,13.08,14.38,0.4258136016706506,2.423455,4.425100000000004
4,C LM,ALEXANDER D,3094.0,146.35,0.78,2.4,13.675,,2,0.491,12.475000000000001,14.875,0.3880359315215626,2.4243625,3.9459700000000026
4,C LM,ALEXANDER D,3094.5,137.77,0.78,3.2,13.37,,2,0.483,11.77,14.969999999999999,0.3635915567192117,2.4293950000000004,3.8743300000000023
4,C LM,ALEXANDER D,3095.0,110.36,0.78,3.9,13.145,,2,0.474,11.195,15.094999999999999,0.2855006111093701,2.4331075,3.6510100000000016
4,C LM,ALEXANDER D,3095.5,93.18,0.78,4.7,13.0,,2,0.466,10.65,15.35,0.23655488161002394,2.4354999999999998,3.6349300000000007
4,C LM,ALEXANDER D,3096.0,78.74,0.778,5.3,12.895,,2,0.457,10.245,15.545,0.1954153976769297,2.4372325,3.611220000000001
4,C LM,ALEXANDER D,3096.5,71.43,0.766,5.2,12.635,,2,0.448,10.035,15.235,0.17458924618448382,2.4415225,3.560860000000001
4,C LM,ALEXANDER D,3097.0,69.7,0.754,4.4,12.68,,2,0.44,10.48,14.879999999999999,0.1696604852977627,2.4407799999999997,3.555550000000001
4,C LM,ALEXANDER D,3097.5,69.01,0.736,4.2,13.25,,2,0.431,11.15,15.35,0.16769467893253867,2.4313749999999996,3.5774300000000006
4,C LM,ALEXANDER D,3098.0,68.54,0.719,4.8,13.905,,2,0.422,11.504999999999999,16.305,0.16635565140840058,2.4205675,3.499940000000001
4,C LM,ALEXANDER D,3098.5,68.53,0.7,6.0,14.32,,2,0.414,11.32,17.32,0.16632716146107848,2.4137199999999996,3.522129999999999
4,C LM,ALEXANDER D,3099.0,69.0,0.694,6.6,14.4,,2,0.405,11.100000000000001,17.7,0.16766618898521657,2.4124,3.565399999999998
4,C LM,ALEXANDER D,3099.5,69.27,0.687,6.8,14.28,,2,0.397,10.879999999999999,17.68,0.16843541756291291,2.4143799999999995,3.5385699999999987
4,C LM,ALEXANDER D,3100.0,69.91,0.68,6.7,14.21,,2,0.388,10.860000000000001,17.560000000000002,0.17025877419152652,2.415535,3.509049999999998
4,C LM,ALEXANDER D,3100.5,70.99,0.678,6.7,14.48,,2,0.379,11.13,17.830000000000002,0.17333568850231196,2.4110799999999997,3.5005999999999977
4,C LM,ALEXANDER D,3101.0,71.95,0.674,7.0,15.205,,2,0.371,11.705,18.705,0.17607072344523236,2.3991175,3.4678899999999975
4,C LM,ALEXANDER D,3101.5,73.74,0.672,7.1,15.8,,2,0.362,12.25,19.35,0.18117042401588598,2.3893,3.4508999999999963
4,C LM,ALEXANDER D,3102.0,77.33,0.668,6.9,15.985,,2,0.353,12.535,19.435,0.19139831510451538,2.3862474999999996,3.4541099999999965
4,C LM,ALEXANDER D,3102.5,82.89,0.667,7.1,15.925,,2,0.345,12.375,19.475,0.207238725815596,2.3872375,3.4611899999999967
4,C LM,ALEXANDER D,3103.0,91.25,0.667,7.3,15.86,,2,0.336,12.209999999999999,19.509999999999998,0.23105632177686106,2.3883099999999997,3.4643199999999985
4,C LM,ALEXANDER D,3103.5,96.66,0.663,7.9,16.08,,2,0.328,12.129999999999999,20.029999999999998,0.24646938327811033,2.38468,3.4662199999999985
4,C LM,ALEXANDER D,3104.0,99.78,0.668,8.5,16.695,,2,0.319,12.445,20.945,0.2553582468426016,2.3745325,3.5240199999999997
4,C LM,ALEXANDER D,3104.5,100.52,0.698,10.0,16.165,,2,0.31,11.165,21.165,0.25746650294443607,2.3832774999999997,3.7494699999999987
4,C LM,ALEXANDER D,3105.0,100.52,0.697,10.3,16.085,,2,0.302,10.935,21.235,0.25746650294443607,2.3845975,3.7691299999999988
4,C LM,ALEXANDER D,3105.5,99.28,0.697,8.1,15.16,,2,0.293,11.11,19.21,0.2539337494764972,2.3998600000000003,3.64036
4,C LM,ALEXANDER D,3106.0,96.61,0.697,5.5,14.04,,2,0.284,11.29,16.79,0.2463269335414999,2.41834,3.5460500000000015
4,C LM,ALEXANDER D,3106.5,87.87,0.696,3.2,13.055,,2,0.276,11.455,14.655,0.22142671958199553,2.4345925,3.4248400000000014
6,C LM,ALEXANDER D,3107.0,74.49,0.702,2.2,12.83,,2,0.267,11.73,13.93,0.18330717006504255,2.4383049999999997,3.499990000000001
6,C LM,ALEXANDER D,3107.5,66.13,0.703,3.6,11.6,,2,0.259,9.799999999999999,13.4,0.15948957410377748,2.4586,3.5370099999999995
6,C LM,ALEXANDER D,3108.0,67.05,0.72,7.9,11.32,,2,0.25,7.37,15.27,0.16211064925740953,2.46322,4.24841
6,C LM,ALEXANDER D,3108.5,75.94,0.687,12.6,12.935,,2,0.241,6.635000000000001,19.235,0.18743821242674522,2.4365725,3.9488000000000003
4,C LM,ALEXANDER D,3109.0,90.7,0.625,15.2,14.45,,2,0.233,6.85,22.049999999999997,0.22948937467414623,2.411575,3.6067299999999984
2,C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,,1,0.224,7.115,23.915,0.2600021082561018,2.3940024999999996,3.63925
2,C LM,ALEXANDER D,3110.0,105.12,0.489,18.2,16.625,,1,0.216,7.525,25.725,0.2705718787125963,2.3756874999999997,3.692919999999999
2,C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,,1,0.207,8.209999999999999,25.909999999999997,0.27621288828236956,2.3685099999999997,3.4771399999999995
2,C LM,ALEXANDER D,3111.0,103.88,0.393,14.7,18.785,,1,0.198,11.435,26.134999999999998,0.26703912524465745,2.3400475000000003,3.4539999999999957
2,C LM,ALEXANDER D,3111.5,97.63,0.356,11.6,18.98,,1,0.19,13.18,24.78,0.2492329081683528,2.33683,3.293649999999999
8,C LM,ALEXANDER D,3112.0,30.78,0.283,1.3,17.555,,2,0.164,16.905,18.205,0.05877761032019852,2.3603425,4.962300000000003
8,C LM,ALEXANDER D,3112.5,24.65,0.262,0.8,17.925,,2,0.155,17.525000000000002,18.325,0.04131327261175894,2.3542375,5.104490000000002
8,C LM,ALEXANDER D,3113.0,23.36,0.243,3.9,16.51,,2,0.147,14.560000000000002,18.46,0.03763806940720967,2.377585,5.185439999999999
8,C LM,ALEXANDER D,3113.5,27.77,0.23,6.6,15.915,,2,0.138,12.614999999999998,19.215,0.05020213617625022,2.3874025,5.3037199999999975
8,C LM,ALEXANDER D,3114.0,32.19,0.238,6.8,15.845,,2,0.129,12.445,19.245,0.06279469289261283,2.3885575,5.289989999999998
8,C LM,ALEXANDER D,3114.5,36.6,0.243,6.7,15.605,,2,0.121,12.255,18.955000000000002,0.0753587596616534,2.3925175,5.204139999999999
8,C LM,ALEXANDER D,3115.0,41.01,0.253,4.5,15.51,,2,0.112,13.26,17.759999999999998,0.08792282643069392,2.394085,5.18346
8,C LM,ALEXANDER D,3115.5,45.42,0.265,0.9,14.905,,2,0.103,14.455,15.354999999999999,0.10048689319973449,2.4040674999999996,5.03039
8,C LM,ALEXANDER D,3116.0,49.83,0.288,-1.7,13.62,,2,0.095,14.469999999999999,12.77,0.11305095996877501,2.4252700000000003,5.09876
8,C LM,ALEXANDER D,3116.5,54.24,0.318,-2.7,12.285,,2,0.086,13.635,10.935,0.12561502673781558,2.4472975,4.42343
8,C LM,ALEXANDER D,3117.0,58.65,0.408,-4.2,10.255,,2,0.078,12.355,8.155000000000001,0.13817909350685612,2.4807924999999997,4.390279999999999
8,C LM,ALEXANDER D,3117.5,63.07,0.66,-3.6,9.37,,2,0.069,11.17,7.569999999999999,0.15077165022321876,2.495395,4.00105
8,C LM,ALEXANDER D,3118.0,66.12,0.79,-2.9,8.73,,2,0.06,10.18,7.28,0.1594610841564554,2.5059549999999997,3.937889999999998
8,C LM,ALEXANDER D,3118.5,67.66,0.878,-2.2,8.325,,2,0.052,9.424999999999999,7.225,0.16384853604405686,2.5126375,4.111500000000001
8,C LM,ALEXANDER D,3119.0,68.34,0.91,-1.8,8.065,,2,0.043,8.965,7.164999999999999,0.16578585246195882,2.5169275,4.085590000000002
8,C LM,ALEXANDER D,3119.5,67.87,0.926,1.8,8.175,,2,0.034,7.275,9.075000000000001,0.1644468249378207,2.5151125,3.9220500000000014
8,C LM,ALEXANDER D,3120.0,66.0,0.928,6.3,8.54,,2,0.026,5.389999999999999,11.69,0.15911920478859035,2.5090899999999996,4.200619999999998
8,C LM,ALEXANDER D,3120.5,67.39,0.898,9.6,9.755,,2,0.017,4.955000000000001,14.555,0.1630793074663605,2.4890425,4.131219999999998
8,C LM,ALEXANDER D,3121.0,76.58,0.85,12.1,10.815,,2,0.009,4.765,16.865,0.18926156905535882,2.4715525,3.9478199999999966
1,A1 SH,KIMZEY A,2918.5,73.816,0.769,5.226,11.348,,1,1.0,8.735000000000001,13.961,0.18138694761553387,2.462758,3.3691799999999987
1,A1 SH,KIMZEY A,2919.0,75.118,0.627,8.198,13.164,,1,0.978,9.065,17.262999999999998,0.18509633875686962,2.432794,3.355159999999998
1,A1 SH,KIMZEY A,2919.5,72.434,0.535,10.867,15.0755,,1,0.956,9.642,20.509,0.17744963689562138,2.40125425,3.3935200000000005
2,A1 SH,KIMZEY A,2920.0,66.161,0.568,4.566,16.905,,1,0.933,14.622000000000002,19.188000000000002,0.15957789294047597,2.3710674999999997,3.0468199999999994
2,A1 SH,KIMZEY A,2920.5,63.104,0.65,2.083,15.8835,,1,0.911,14.841999999999999,16.925,0.15086851604411383,2.3879222499999995,2.99583
1,A1 SH,KIMZEY A,2921.0,61.708,0.732,4.292,12.036,,1,0.889,9.89,14.181999999999999,0.14689131939795044,2.4514059999999995,3.1807399999999997
2,A1 SH,KIMZEY A,2921.5,60.478,0.688,4.236,10.908,,1,0.867,8.79,13.026,0.1433870558773337,2.470018,3.30549
1,A1 SH,KIMZEY A,2922.0,58.876,0.683,2.449,12.1045,,1,0.844,10.879999999999999,13.329,0.13882296631633528,2.4502757500000003,3.0721399999999988
1,A1 SH,KIMZEY A,2922.5,56.785,0.753,2.311,12.9165,,1,0.822,11.761,14.072,0.1328657183312868,2.43687775,3.2602399999999974
1,A1 SH,KIMZEY A,2923.0,54.551,0.759,0.748,13.147,,1,0.8,12.773,13.521,0.1265010640995325,2.4330745,3.2401299999999975
1,A1 SH,KIMZEY A,2923.5,55.816,0.802,0.101,14.3515,,1,0.778,14.301,14.402,0.13010504243577656,2.4132002499999996,3.338709999999998
3,A1 SH,KIMZEY A,2924.0,59.263,0.759,0.936,16.575,,1,0.756,16.107,17.043,0.13992552727770005,2.3765125,3.5152899999999976
3,A1 SH,KIMZEY A,2924.5,62.969,0.421,1.513,17.7715,,1,0.733,17.015,18.528,0.15048390175526566,2.3567702500000003,2.7290699999999983
1,A1 SH,KIMZEY A,2925.0,65.403,0.33,5.722,23.48,,1,0.711,20.619,26.341,0.15741835493346176,2.26258,2.6862399999999984
3,A1 SH,KIMZEY A,2925.5,67.745,0.285,6.988,25.213,,1,0.689,21.719,28.707,0.16409070059629463,2.2339855,2.8511399999999996
3,A1 SH,KIMZEY A,2926.0,68.45,0.35,5.392,27.221,,1,0.667,24.525,29.917,0.16609924188250177,2.2008534999999996,2.78522
3,A1 SH,KIMZEY A,2926.5,68.727,0.475,5.888,30.11,,1,0.644,27.166,33.054,0.1668884134233236,2.153185,2.75413
2,A1 SH,KIMZEY A,2927.0,66.604,0.677,11.995,16.2725,,1,0.622,10.275000000000002,22.27,0.16083999760684442,2.38150375,3.3071399999999995
2,A1 SH,KIMZEY A,2927.5,63.92,0.721,7.923,12.4755,,1,0.6,8.514,16.437,0.15319329574559618,2.44415425,3.50719
2,A1 SH,KIMZEY A,2928.0,58.267,0.737,7.923,10.7705,,1,0.578,6.809,14.732,0.13708792852442017,2.4722867500000003,3.6325699999999994
2,A1 SH,KIMZEY A,2928.5,56.916,0.677,6.987,9.7525,,1,0.556,6.2589999999999995,13.245999999999999,0.13323893664120615,2.4890837500000003,3.6319500000000007
2,A1 SH,KIMZEY A,2929.0,56.618,0.65,6.492,9.395,,1,0.533,6.148999999999999,12.641,0.13238993621100795,2.4949825,3.594240000000001
2,A1 SH,KIMZEY A,2929.5,60.636,0.639,6.602,10.055,,1,0.511,6.754,13.356,0.14383719704502268,2.4840925,3.6002600000000013
3,A1 SH,KIMZEY A,2930.0,61.96,0.606,6.602,10.495,,1,0.489,7.193999999999999,13.796,0.14760926607046704,2.4768325,3.5465800000000005
3,A1 SH,KIMZEY A,2930.5,64.962,0.59,6.328,11.293,,1,0.467,8.129,14.456999999999999,0.1561619482565577,2.4636655,3.285629999999999
3,A1 SH,KIMZEY A,2931.0,67.517,0.563,7.098,12.118,,1,0.444,8.569,15.667,0.163441129797351,2.4500529999999996,3.28768
3,A1 SH,KIMZEY A,2931.5,68.959,0.552,8.308,12.118,,1,0.422,7.964,16.272,0.16754938020119603,2.4500529999999996,3.3295299999999974
3,A1 SH,KIMZEY A,2932.0,66.302,0.552,8.473,11.7055,,1,0.4,7.469,15.942,0.15997960119771742,2.45685925,3.4353499999999992
3,A1 SH,KIMZEY A,2932.5,61.404,0.59,8.033,10.9355,,1,0.378,6.919,14.951999999999998,0.146025224999359,2.46956425,3.490869999999999
2,A1 SH,KIMZEY A,2933.0,56.906,0.623,6.217,10.4675,,1,0.356,7.359,13.575999999999999,0.13321044669388407,2.4772862499999997,3.5615600000000027
2,A1 SH,KIMZEY A,2933.5,55.656,0.655,5.612,11.045,,1,0.333,8.239,13.850999999999999,0.12964920327862314,2.4677575000000003,3.354409999999999
2,A1 SH,KIMZEY A,2934.0,55.94,0.639,6.218,11.678,,1,0.311,8.569,14.787,0.13045831778257042,2.4573129999999996,3.4517700000000002
2,A1 SH,KIMZEY A,2934.5,58.334,0.617,8.143,13.0815,,1,0.289,9.01,17.153,0.13727881117147817,2.43415525,3.4774900000000017
2,A1 SH,KIMZEY A,2935.0,59.547,0.59,9.793,14.0715,,1,0.267,9.175,18.968,0.14073464178164735,2.41782025,3.4489599999999996
2,A1 SH,KIMZEY A,2935.5,62.762,0.601,9.958,14.154,,1,0.244,9.175,19.133,0.14989415984569845,2.416459,3.4572499999999997
2,A1 SH,KIMZEY A,2936.0,65.695,0.633,9.408,13.549,,1,0.222,8.844999999999999,18.253,0.15825026139526666,2.4264414999999997,3.5222000000000016
2,A1 SH,KIMZEY A,2936.5,70.578,0.633,10.399,11.5135,,1,0.2,6.314000000000001,16.713,0.17216190267264198,2.46002725,3.4701800000000005
2,A1 SH,KIMZEY A,2937.0,73.069,0.601,10.206,11.499,,1,0.178,6.396000000000001,16.602,0.17925874855057394,2.4602665,3.503590000000001
3,A1 SH,KIMZEY A,2937.5,74.041,0.623,10.894,12.091,,1,0.156,6.643999999999999,17.538,0.18202797143028082,2.4504984999999997,3.563019999999998
3,A1 SH,KIMZEY A,2938.0,74.037,0.732,11.389,12.6135,,1,0.133,6.9190000000000005,18.308,0.18201657545135203,2.44187725,3.5491199999999967
3,A1 SH,KIMZEY A,2938.5,72.422,0.737,12.27,13.329,,1,0.111,7.194000000000001,19.464,0.17741544895883488,2.4300715,3.5283099999999994
3,A1 SH,KIMZEY A,2939.0,71.318,0.532,12.819,15.3095,,1,0.089,8.899999999999999,21.719,0.17427015877447644,2.39739325,3.5810000000000017
3,A1 SH,KIMZEY A,2939.5,68.421,0.432,12.6,16.41,,1,0.067,10.11,22.71,0.16601662103526774,2.379235,3.2759599999999995
3,A1 SH,KIMZEY A,2940.0,66.15,0.443,15.571,18.9405,,1,0.044,11.155000000000001,26.726,0.1595465539984217,2.33748175,3.28847
3,A1 SH,KIMZEY A,2940.5,60.517,0.525,14.47,20.096,,1,0.022,12.861,27.331,0.14349816667188983,2.3184159999999996,3.5114700000000023
6,A1 LM,KIMZEY A,2941.0,57.391,0.653,9.262,18.024,,1,1.0,13.393,22.655,0.1345922091390053,2.352604,3.646749999999997
8,A1 LM,KIMZEY A,2941.5,47.916,0.819,15.681,13.4935,,2,0.988,5.653,21.334,0.10759798405132749,2.42735725,3.7702599999999977
8,A1 LM,KIMZEY A,2942.0,38.771,0.966,11.664,12.311,,2,0.976,6.479,18.143,0.08154392722527856,2.4468685,3.866619999999999
8,A1 LM,KIMZEY A,2942.5,34.811,1.184,5.178,7.796,,2,0.964,5.207000000000001,10.385,0.07026190808573195,2.521366,4.407259999999998
8,A1 LM,KIMZEY A,2943.0,34.846,1.364,3.576,6.176,,2,0.952,4.388,7.964,0.07036162290135925,2.5480959999999997,4.190799999999997
8,A1 LM,KIMZEY A,2943.5,39.206,1.402,1.981,6.5885,,2,0.94,5.598,7.579,0.08278323993378937,2.5412897500000002,4.342099999999996
8,A1 LM,KIMZEY A,2944.0,42.445,1.429,2.421,6.0935,,2,0.929,4.883,7.303999999999999,0.09201113387141348,2.54945725,4.379319999999996
8,A1 LM,KIMZEY A,2944.5,44.914,1.445,3.425,5.5915,,2,0.917,3.879,7.304,0.09904530186523686,2.55774025,4.395929999999998
8,A1 LM,KIMZEY A,2945.0,41.339,1.462,4.787,5.2405,,2,0.905,2.847,7.634,0.0888601456975906,2.5635317499999997,4.7030899999999995
8,A1 LM,KIMZEY A,2945.5,36.036,1.435,6.052,5.048,,2,0.893,2.0220000000000002,8.074,0.07375192663268766,2.5667079999999998,4.740619999999998
6,A1 LM,KIMZEY A,2946.0,34.817,1.326,7.702,4.663,,2,0.881,0.8120000000000003,8.514,0.07027900205412521,2.5730605,4.564179999999997
6,A1 LM,KIMZEY A,2946.5,36.339,1.054,8.914,5.103,,2,0.869,0.6459999999999999,9.559999999999999,0.0746151720365469,2.5658005,4.243199999999997
6,A1 LM,KIMZEY A,2947.0,41.035,0.857,10.619,6.6165,,2,0.857,1.3070000000000004,11.926,0.08799405129899915,2.5408277499999996,4.232519999999999
6,A1 LM,KIMZEY A,2947.5,44.711,0.791,11.499,7.5515,,2,0.845,1.8019999999999996,13.301,0.09846695593459848,2.5254002499999997,3.97906
5,A1 LM,KIMZEY A,2948.0,49.27,0.742,12.105,8.7895,,2,0.833,2.737,14.842,0.11145552291873814,2.50497325,3.835370000000001
5,A1 LM,KIMZEY A,2948.5,50.791,0.721,14.415,8.7895,,2,0.821,1.5820000000000007,15.997,0.11578884390642762,2.50497325,3.818220000000001
5,A1 LM,KIMZEY A,2949.0,54.86,0.715,13.093,9.8355,,2,0.81,3.2889999999999997,16.381999999999998,0.12738140347178498,2.4877142500000002,3.8683200000000024
5,A1 LM,KIMZEY A,2949.5,59.829,0.721,12.104,10.55,,2,0.798,4.498000000000001,16.602,0.14153805829613023,2.475925,3.873850000000001
